temperature_C,humidity_%,soil_moisture_%,rainfall_mm,solar_radiation_Wm2,wind_speed_kmh,soil_pH,soil_type,crop_type,growth_stage,field_area_ha,days_since_rain,season,water_amount_liters
28.9,22.2,14.8,3.4,516.8,19.4,7.96,Loam,Cotton,Germination,8.98,0,Summer,1738.0
36.7,87.7,17.6,49.7,677.5,1.7,7.58,Sandy,Cotton,Vegetative,6.0,11,Summer,1895.6
34.7,56.9,45.6,34.9,481.7,21.5,5.57,Clay,Wheat,Flowering,1.48,1,Winter,50.0
36.3,41.2,42.5,8.1,254.0,3.0,5.9,Loam,Soybean,Flowering,3.45,13,Summer,1767.0
15.3,45.4,76.6,0.6,336.3,4.2,5.9,Loam,Wheat,Flowering,1.22,13,Spring,50.0
21.5,24.6,76.1,8.6,367.1,4.8,5.57,Clay,Soybean,Flowering,5.78,2,Spring,1142.1
34.9,89.3,64.6,41.9,781.1,27.9,5.85,Clay,Soybean,Flowering,2.15,14,Summer,112.0
29.5,22.8,52.1,1.1,103.9,20.5,8.26,Sandy,Soybean,Maturity,8.64,8,Summer,2000.0
15.2,65.8,41.8,11.7,790.0,19.7,7.49,Silt,Cotton,Maturity,5.98,9,Spring,731.6
39.1,51.0,34.9,37.9,786.3,16.7,6.44,Loam,Cotton,Germination,1.06,12,Autumn,103.8
38.2,86.4,76.3,29.3,797.3,8.8,7.88,Sandy,Cotton,Maturity,3.36,6,Summer,536.1
31.5,37.2,52.2,39.1,433.6,18.6,6.97,Clay,Wheat,Flowering,6.36,4,Spring,1103.8
17.0,57.2,50.5,37.3,774.7,12.3,5.93,Silt,Rice,Germination,3.69,4,Summer,314.3
38.0,53.8,26.2,2.5,376.9,4.4,8.15,Silt,Soybean,Flowering,5.38,5,Spring,1816.4
32.5,69.2,13.3,44.6,118.4,20.7,6.52,Loam,Wheat,Flowering,9.14,1,Winter,1096.5
38.5,24.8,76.2,11.4,257.0,3.9,7.6,Silt,Cotton,Germination,3.83,0,Summer,597.1
37.6,33.6,32.0,27.7,761.7,5.7,6.37,Clay,Cotton,Flowering,3.69,10,Summer,1339.7
39.1,35.0,41.0,32.2,109.6,24.5,7.0,Clay,Rice,Maturity,8.29,0,Autumn,1376.1
30.5,71.7,18.0,8.4,482.2,19.8,7.95,Clay,Cotton,Germination,3.53,2,Autumn,313.9
19.2,33.2,68.6,48.8,152.9,18.9,5.97,Sandy,Soybean,Vegetative,1.24,0,Autumn,50.0
35.1,60.1,11.9,24.4,300.5,12.5,8.43,Clay,Maize,Vegetative,2.22,8,Autumn,300.1
33.6,35.1,68.4,2.9,161.7,11.9,5.71,Sandy,Cotton,Vegetative,9.51,9,Summer,2000.0
37.3,80.3,19.8,46.9,701.7,20.7,7.1,Clay,Rice,Flowering,9.37,12,Summer,2000.0
20.1,86.0,72.1,29.3,513.7,22.2,8.25,Clay,Maize,Flowering,2.64,14,Autumn,50.0
20.8,56.3,61.1,35.0,731.5,15.3,8.34,Silt,Soybean,Flowering,5.76,12,Autumn,880.1
41.7,44.7,21.5,26.3,581.8,29.1,6.2,Loam,Soybean,Flowering,1.8,12,Summer,1101.0
37.5,36.4,49.6,41.7,779.7,28.7,5.93,Clay,Soybean,Germination,6.91,14,Winter,403.2
42.2,23.5,31.9,1.7,456.9,12.4,7.67,Silt,Rice,Vegetative,2.26,4,Spring,1167.8
37.8,38.8,22.5,13.4,547.1,24.6,5.63,Silt,Maize,Maturity,0.97,8,Autumn,265.1
32.9,65.8,70.1,23.5,503.4,16.3,6.96,Loam,Soybean,Germination,8.34,4,Spring,967.5
34.6,57.4,38.2,3.8,439.0,15.4,7.89,Silt,Cotton,Vegetative,3.59,0,Winter,389.7
41.7,86.1,37.9,35.3,692.2,1.6,7.18,Silt,Maize,Vegetative,1.53,10,Winter,115.3
32.4,47.7,21.9,19.7,551.2,17.2,6.06,Loam,Soybean,Germination,8.42,11,Winter,604.6
34.0,68.6,36.8,13.6,660.9,27.0,6.96,Sandy,Maize,Germination,7.74,6,Summer,2000.0
19.7,54.3,71.0,0.2,650.5,23.4,8.26,Loam,Cotton,Germination,7.0,6,Spring,769.6
29.2,55.9,35.4,36.0,233.7,23.6,7.35,Loam,Wheat,Maturity,9.16,3,Winter,603.3
36.5,38.7,76.6,41.7,555.1,4.8,7.66,Clay,Soybean,Vegetative,5.15,2,Autumn,482.8
23.1,51.8,76.2,19.8,239.8,10.8,6.51,Clay,Cotton,Maturity,1.72,0,Winter,50.0
21.1,53.0,20.1,28.2,508.3,7.0,6.07,Sandy,Rice,Maturity,1.08,6,Autumn,50.0
24.4,69.5,22.4,11.4,574.2,9.5,6.27,Loam,Soybean,Maturity,3.53,4,Autumn,434.5
22.2,85.8,70.4,31.1,798.1,17.4,7.1,Loam,Wheat,Maturity,1.32,9,Winter,50.0
21.4,43.1,37.5,0.6,121.4,10.9,6.34,Sandy,Cotton,Maturity,5.59,0,Autumn,909.2
27.7,23.0,10.3,24.4,163.9,16.8,7.13,Clay,Cotton,Germination,0.64,0,Autumn,70.7
42.2,54.7,29.2,32.2,153.9,13.2,7.62,Loam,Maize,Maturity,4.72,14,Summer,1286.0
30.2,58.1,51.8,45.9,378.9,8.6,7.7,Sandy,Soybean,Flowering,2.2,2,Spring,50.0
20.6,31.8,65.9,19.1,675.1,2.9,5.99,Clay,Wheat,Germination,4.0,2,Summer,338.0
17.3,73.2,19.3,38.3,690.8,26.8,7.75,Silt,Rice,Vegetative,6.91,1,Summer,2000.0
35.9,88.9,17.7,29.9,615.9,0.3,7.52,Sandy,Maize,Vegetative,3.83,7,Summer,1485.7
26.5,86.2,74.5,46.4,727.8,0.0,5.54,Sandy,Soybean,Germination,3.74,12,Spring,147.0
39.7,33.8,62.6,19.9,326.0,24.8,5.68,Loam,Wheat,Maturity,9.91,11,Spring,1587.6
34.8,81.3,51.3,16.0,161.7,29.9,7.44,Silt,Maize,Germination,7.33,7,Winter,423.7
38.9,69.3,63.8,44.4,140.7,21.8,6.65,Clay,Wheat,Vegetative,5.38,5,Summer,687.2
23.2,51.8,40.0,2.5,696.5,0.5,5.94,Silt,Wheat,Vegetative,6.0,4,Spring,994.9
35.8,57.8,63.1,6.8,611.3,6.8,5.63,Loam,Maize,Germination,6.39,12,Winter,519.9
22.9,79.5,36.0,4.1,589.0,29.2,5.98,Loam,Maize,Flowering,0.73,13,Summer,50.0
43.2,53.6,27.1,42.2,337.8,24.3,8.37,Clay,Soybean,Flowering,1.26,5,Summer,259.2
34.1,46.1,61.0,0.5,365.9,17.0,7.68,Clay,Maize,Flowering,6.67,0,Autumn,1514.5
24.7,54.5,39.4,43.1,770.7,7.1,7.08,Clay,Soybean,Vegetative,3.96,1,Spring,413.8
23.1,60.5,78.7,22.6,144.7,0.4,8.32,Loam,Wheat,Flowering,1.03,6,Autumn,50.0
20.7,33.2,34.5,0.2,641.6,0.6,7.36,Clay,Maize,Flowering,3.33,0,Summer,1301.8
35.8,83.1,74.5,20.1,316.7,18.4,7.68,Clay,Soybean,Germination,1.74,7,Summer,69.8
21.6,67.2,75.3,9.3,127.3,0.7,6.35,Clay,Soybean,Maturity,9.2,2,Summer,1482.7
32.9,64.3,26.9,31.2,619.8,29.8,7.27,Sandy,Rice,Maturity,2.43,13,Winter,334.9
22.9,27.0,65.9,34.0,331.6,5.5,5.93,Clay,Soybean,Germination,1.87,3,Autumn,50.0
34.9,62.3,40.3,24.4,605.5,21.3,6.71,Loam,Soybean,Maturity,6.45,6,Autumn,859.8
39.4,28.5,74.2,2.0,595.4,4.7,5.6,Sandy,Rice,Flowering,5.46,9,Summer,2000.0
38.3,25.5,41.5,32.8,474.4,16.2,6.15,Loam,Cotton,Vegetative,5.97,6,Autumn,1060.7
37.8,56.9,62.1,42.1,644.2,2.4,5.72,Silt,Maize,Flowering,4.64,1,Summer,1474.3
20.6,48.2,42.7,36.0,506.7,23.0,6.66,Sandy,Rice,Germination,4.94,4,Summer,1118.7
17.7,61.2,25.9,41.5,300.6,17.5,8.03,Clay,Soybean,Maturity,7.9,7,Autumn,613.7
36.0,26.2,24.0,10.0,613.9,2.6,6.63,Sandy,Soybean,Germination,2.59,8,Spring,653.6
26.1,50.2,39.8,44.4,512.4,25.5,7.99,Loam,Maize,Germination,4.27,12,Summer,557.7
28.0,32.2,62.9,16.1,108.9,16.4,7.47,Sandy,Wheat,Flowering,9.6,4,Summer,2000.0
15.9,89.1,52.4,0.7,731.2,27.6,7.03,Silt,Rice,Maturity,2.3,1,Autumn,181.9
22.8,59.3,58.2,42.2,482.0,27.5,6.21,Clay,Cotton,Vegetative,3.29,3,Autumn,73.4
16.0,68.1,29.8,47.1,708.0,27.6,8.27,Clay,Maize,Flowering,2.32,10,Autumn,50.0
41.4,42.8,43.7,32.8,717.9,2.3,5.66,Silt,Maize,Germination,0.69,4,Summer,91.6
22.3,26.6,13.1,11.6,411.5,3.6,7.57,Loam,Rice,Germination,3.06,5,Spring,640.1
31.7,88.3,67.2,12.6,455.4,29.6,7.36,Sandy,Soybean,Maturity,0.94,11,Spring,50.0
16.2,40.0,79.3,23.3,391.0,14.6,6.82,Loam,Soybean,Germination,1.97,5,Spring,50.0
35.0,49.7,38.5,44.9,414.6,7.1,6.22,Loam,Cotton,Germination,3.95,12,Summer,495.5
24.7,65.5,10.8,7.5,726.6,23.1,6.79,Loam,Rice,Flowering,0.7,11,Autumn,322.1
41.9,21.7,21.9,41.3,651.7,7.9,8.12,Clay,Maize,Maturity,7.65,0,Spring,1282.7
41.6,76.7,55.7,14.6,188.6,21.8,8.01,Sandy,Rice,Flowering,8.06,5,Spring,2000.0
24.8,57.6,52.8,40.4,527.2,25.1,8.32,Clay,Wheat,Vegetative,4.41,10,Spring,378.1
42.0,39.5,65.2,46.0,797.1,23.5,6.42,Clay,Maize,Germination,9.85,9,Summer,1612.9
44.9,24.3,27.8,21.4,516.9,8.2,6.66,Clay,Cotton,Flowering,6.95,0,Autumn,1589.8
39.8,31.4,63.5,18.3,650.1,12.0,5.56,Sandy,Cotton,Flowering,7.57,12,Winter,1519.8
40.3,82.7,58.2,40.1,638.3,12.4,8.33,Silt,Maize,Maturity,2.33,4,Autumn,96.4
22.5,68.0,32.6,26.5,345.2,14.7,6.49,Clay,Soybean,Germination,8.46,10,Autumn,665.0
32.3,37.5,48.2,34.2,360.3,5.0,6.71,Clay,Maize,Flowering,9.48,14,Autumn,1965.5
17.0,24.6,20.3,31.1,606.9,13.6,8.22,Clay,Maize,Germination,2.74,6,Spring,177.7
17.8,68.3,41.7,7.6,450.0,15.3,7.08,Sandy,Wheat,Vegetative,7.02,13,Autumn,1152.0
45.0,60.1,71.7,42.2,499.4,16.0,7.2,Sandy,Maize,Germination,7.6,13,Spring,1343.5
24.8,48.3,39.5,9.8,599.0,24.6,6.03,Loam,Rice,Germination,3.4,7,Summer,861.7
37.4,45.5,68.8,46.6,644.3,15.5,7.0,Clay,Rice,Flowering,5.01,10,Winter,739.0
39.2,35.2,51.3,12.5,290.1,6.9,8.25,Clay,Cotton,Maturity,1.43,10,Summer,350.2
40.7,66.9,23.4,36.7,202.8,19.9,7.18,Sandy,Soybean,Maturity,2.14,12,Summer,586.3
44.9,87.9,50.7,14.2,304.3,23.9,6.27,Sandy,Cotton,Maturity,1.08,4,Winter,118.4
22.2,32.3,45.4,15.9,455.3,9.6,5.59,Clay,Wheat,Vegetative,5.82,1,Autumn,590.4
16.2,61.8,37.9,15.5,339.5,19.4,6.51,Silt,Maize,Vegetative,6.44,2,Autumn,847.7
27.3,49.7,18.4,37.4,497.9,4.4,7.22,Loam,Cotton,Flowering,9.2,11,Spring,2000.0
18.9,51.3,39.2,27.8,137.4,10.3,5.63,Loam,Maize,Maturity,5.65,6,Autumn,590.7
15.7,37.8,15.1,44.1,456.8,27.3,7.33,Clay,Cotton,Vegetative,2.98,9,Winter,105.0
25.8,77.8,16.9,15.4,357.6,27.3,7.07,Loam,Maize,Maturity,1.06,3,Summer,50.0
38.5,54.0,39.1,34.6,474.3,17.3,7.85,Loam,Cotton,Maturity,8.91,14,Autumn,1192.2
32.0,58.0,31.4,37.6,395.8,21.1,5.59,Clay,Rice,Vegetative,5.05,0,Spring,1024.1
24.4,41.3,74.8,7.6,299.0,25.6,7.84,Loam,Wheat,Maturity,7.5,2,Summer,1365.9
34.6,32.7,36.3,20.0,732.9,28.8,7.06,Sandy,Cotton,Germination,0.64,9,Summer,219.5
22.0,26.0,63.1,24.1,229.3,14.7,6.61,Clay,Rice,Flowering,5.14,13,Spring,1391.8
15.4,70.0,47.1,17.8,577.0,16.8,8.4,Sandy,Soybean,Vegetative,3.59,14,Summer,755.8
37.9,33.7,59.3,16.1,747.3,12.5,5.98,Clay,Cotton,Vegetative,0.79,1,Spring,174.3
33.7,68.3,28.2,34.3,477.1,2.2,7.12,Sandy,Maize,Maturity,7.87,8,Spring,1889.2
37.9,47.3,75.9,10.8,713.5,12.7,6.46,Loam,Wheat,Vegetative,5.37,0,Winter,460.9
16.2,49.1,47.1,35.5,187.4,23.7,7.08,Silt,Rice,Germination,3.67,8,Winter,58.9
40.1,52.8,68.2,46.8,445.7,24.1,7.16,Sandy,Rice,Maturity,8.16,14,Autumn,2000.0
33.6,45.7,35.6,28.3,419.9,26.8,5.77,Sandy,Wheat,Germination,4.75,9,Winter,328.4
31.9,27.0,17.0,30.6,105.7,1.5,7.48,Silt,Cotton,Flowering,0.53,4,Summer,50.0
33.7,41.7,57.2,3.4,410.3,15.8,7.4,Silt,Maize,Flowering,9.47,11,Autumn,2000.0
40.9,66.5,10.5,43.2,358.3,3.2,7.81,Sandy,Soybean,Germination,2.93,5,Autumn,318.3
32.6,66.6,43.3,14.3,568.9,6.0,5.77,Sandy,Cotton,Maturity,8.39,5,Spring,1829.6
32.4,40.0,23.5,30.8,756.8,27.0,6.39,Sandy,Wheat,Flowering,8.26,11,Winter,1487.8
44.7,52.2,53.9,49.0,160.1,14.9,7.45,Clay,Cotton,Maturity,2.04,5,Spring,157.8
37.7,33.5,78.6,29.8,329.2,22.8,5.91,Sandy,Cotton,Maturity,5.0,8,Autumn,737.6
28.3,34.7,42.5,36.2,410.8,1.9,7.53,Sandy,Wheat,Flowering,0.88,13,Spring,50.0
36.2,21.6,67.2,22.3,418.6,12.5,5.68,Silt,Wheat,Flowering,3.87,12,Summer,1192.9
26.7,82.8,45.5,3.0,642.4,20.2,6.5,Silt,Soybean,Germination,7.44,12,Summer,1249.0
21.9,34.7,44.7,39.9,410.4,4.0,8.04,Clay,Wheat,Maturity,2.75,8,Autumn,75.6
32.9,35.9,75.1,1.7,119.0,9.8,7.82,Clay,Wheat,Germination,1.61,10,Summer,125.3
42.8,39.6,72.3,35.0,597.1,1.9,7.43,Loam,Wheat,Vegetative,5.32,9,Winter,502.7
42.9,28.9,65.0,1.1,719.4,19.5,8.11,Sandy,Rice,Vegetative,5.6,6,Autumn,2000.0
25.3,64.7,30.7,43.1,459.7,29.1,7.63,Sandy,Wheat,Vegetative,6.92,2,Winter,633.1
30.8,25.3,48.2,7.9,506.8,24.8,7.06,Silt,Wheat,Vegetative,7.71,14,Summer,1984.1
21.3,29.4,25.7,25.7,214.1,29.2,8.44,Loam,Wheat,Flowering,7.11,6,Spring,1666.8
44.9,65.1,41.1,29.9,254.5,25.4,7.58,Sandy,Soybean,Flowering,8.53,4,Winter,1757.6
44.4,43.8,43.9,22.9,264.6,25.7,7.3,Loam,Cotton,Germination,2.62,8,Winter,251.6
34.5,69.6,68.2,17.0,401.5,17.3,6.73,Clay,Wheat,Flowering,5.91,7,Summer,1476.5
39.1,59.0,72.7,23.4,749.7,15.5,8.21,Sandy,Wheat,Flowering,3.92,9,Winter,569.3
36.5,37.9,39.0,15.6,465.2,12.2,6.39,Sandy,Soybean,Flowering,9.64,11,Winter,2000.0
32.8,65.6,11.2,21.9,234.5,24.5,5.53,Clay,Cotton,Vegetative,4.68,5,Spring,738.3
16.6,28.1,70.3,17.9,286.3,5.5,6.09,Sandy,Soybean,Germination,9.62,4,Autumn,1131.2
28.6,57.5,22.2,28.3,368.8,1.7,5.83,Clay,Maize,Maturity,7.81,9,Summer,1654.7
35.2,50.6,53.5,11.9,536.3,28.4,6.46,Clay,Maize,Maturity,7.33,1,Spring,1129.8
35.3,38.8,11.7,49.4,408.0,0.1,7.98,Loam,Maize,Maturity,5.17,10,Spring,930.4
26.2,62.3,38.0,25.0,374.7,29.3,7.45,Silt,Wheat,Vegetative,4.71,11,Autumn,472.6
43.3,81.0,79.0,9.7,495.3,21.9,6.01,Silt,Soybean,Flowering,5.5,2,Autumn,1155.5
20.0,89.9,17.0,23.9,269.3,9.9,7.87,Clay,Wheat,Flowering,3.29,10,Summer,458.1
30.0,62.5,39.7,43.3,155.2,20.9,7.01,Loam,Maize,Maturity,9.09,10,Summer,2000.0
35.7,48.3,31.5,1.1,117.1,24.5,7.04,Clay,Cotton,Maturity,8.05,2,Summer,1697.4
35.9,35.8,73.4,34.0,275.9,7.4,6.59,Loam,Cotton,Germination,8.11,12,Spring,885.3
34.5,38.0,70.9,27.4,164.1,23.1,8.09,Loam,Soybean,Vegetative,4.61,3,Winter,375.3
23.3,53.6,26.6,8.5,335.4,24.1,6.45,Silt,Cotton,Flowering,1.18,2,Autumn,50.0
19.7,45.7,15.7,40.9,641.1,7.5,5.78,Silt,Maize,Maturity,6.99,6,Summer,1412.4
34.1,84.0,53.9,18.4,601.4,1.3,6.41,Loam,Soybean,Maturity,4.06,12,Summer,854.0
33.0,45.8,33.5,14.7,527.6,6.1,7.65,Silt,Soybean,Germination,8.77,14,Spring,1173.6
20.4,46.1,57.0,41.4,696.8,6.0,7.47,Loam,Maize,Flowering,7.91,5,Summer,2000.0
36.2,46.8,12.2,31.9,297.4,2.0,6.06,Sandy,Maize,Flowering,1.88,12,Spring,781.1
28.7,78.6,19.3,44.9,719.5,21.8,5.84,Clay,Maize,Germination,6.22,7,Winter,338.7
35.0,65.6,58.0,31.5,379.5,11.4,7.48,Silt,Maize,Germination,7.08,1,Spring,779.0
40.1,63.0,24.9,37.0,380.6,26.5,7.53,Clay,Soybean,Flowering,5.9,1,Autumn,1122.5
20.1,43.4,70.0,41.8,383.7,7.6,6.6,Silt,Cotton,Germination,5.38,0,Spring,329.5
15.6,77.3,14.1,2.7,168.7,13.6,8.03,Clay,Maize,Maturity,2.66,4,Winter,100.5
38.4,22.7,25.1,38.8,782.8,19.2,8.43,Clay,Rice,Flowering,2.74,6,Winter,530.4
33.3,81.0,79.9,30.7,197.0,26.3,6.12,Silt,Soybean,Vegetative,7.8,8,Autumn,913.6
36.0,55.9,40.3,3.5,338.6,15.7,7.23,Silt,Wheat,Flowering,0.68,4,Spring,206.2
40.1,47.9,59.2,25.4,323.5,11.2,5.52,Silt,Cotton,Germination,7.9,10,Autumn,695.9
39.1,54.8,22.8,4.1,152.3,26.0,7.64,Silt,Soybean,Vegetative,5.5,10,Winter,721.9
43.8,66.7,52.7,36.8,206.6,9.3,6.74,Loam,Maize,Maturity,9.39,0,Spring,1714.1
31.1,20.9,60.8,27.3,131.4,2.4,6.08,Silt,Rice,Maturity,9.97,2,Summer,2000.0
29.7,81.0,32.0,47.7,304.7,13.4,7.76,Silt,Wheat,Maturity,6.8,7,Winter,306.7
27.1,51.3,68.0,9.2,706.7,23.6,7.93,Silt,Cotton,Germination,4.42,2,Winter,184.4
19.6,44.0,52.2,30.3,337.6,0.9,5.83,Sandy,Maize,Flowering,5.01,6,Autumn,1069.2
32.2,29.7,37.2,10.6,186.6,17.6,5.62,Clay,Soybean,Germination,2.44,9,Winter,121.8
23.3,50.8,49.0,30.7,552.0,17.8,6.5,Silt,Soybean,Flowering,1.44,2,Autumn,50.0
42.6,54.7,50.4,36.1,797.6,27.9,7.38,Silt,Cotton,Germination,6.0,1,Spring,648.4
32.5,48.3,21.6,36.1,262.6,8.6,7.88,Clay,Rice,Maturity,8.15,11,Summer,2000.0
32.8,67.5,38.2,40.8,295.7,8.4,7.14,Clay,Maize,Germination,2.99,12,Summer,213.0
25.6,49.5,34.0,42.7,780.3,13.2,7.24,Loam,Cotton,Flowering,4.49,9,Autumn,778.9
16.6,87.3,38.1,3.9,225.1,10.7,7.9,Clay,Cotton,Maturity,5.77,13,Summer,817.3
16.0,61.9,63.3,17.2,457.8,22.1,7.09,Clay,Soybean,Maturity,9.13,5,Summer,1518.4
27.7,76.5,43.8,34.4,267.8,19.3,7.33,Sandy,Cotton,Vegetative,1.82,1,Winter,50.0
17.5,27.7,75.8,24.9,752.6,22.8,7.05,Loam,Wheat,Flowering,2.75,9,Winter,98.4
33.2,47.8,30.6,9.5,787.1,24.6,8.14,Sandy,Wheat,Vegetative,9.23,13,Spring,2000.0
41.4,43.6,39.1,27.6,670.3,27.7,6.21,Clay,Maize,Vegetative,0.88,4,Winter,128.8
41.5,59.9,65.1,20.4,320.3,12.9,6.29,Silt,Cotton,Vegetative,6.73,4,Winter,581.2
34.8,80.3,48.2,19.5,382.4,29.5,5.88,Loam,Soybean,Maturity,6.58,4,Winter,518.2
21.3,25.5,48.3,40.5,269.6,6.5,7.96,Clay,Maize,Vegetative,4.14,5,Winter,214.4
40.9,25.1,13.7,20.4,723.5,21.4,6.74,Clay,Rice,Flowering,4.95,2,Summer,2000.0
41.6,79.5,37.9,1.3,740.2,16.0,6.54,Silt,Soybean,Flowering,8.62,9,Summer,2000.0
20.9,34.9,29.0,2.9,393.2,24.5,8.44,Silt,Rice,Vegetative,2.07,4,Summer,776.6
37.1,66.8,80.0,42.8,559.6,14.3,8.28,Silt,Maize,Vegetative,2.7,7,Winter,106.4
23.6,58.0,31.6,48.0,215.9,23.5,8.42,Loam,Wheat,Vegetative,5.37,3,Summer,810.3
39.1,78.3,71.9,34.4,404.5,27.9,5.93,Sandy,Soybean,Vegetative,4.39,13,Spring,864.8
44.9,28.8,57.3,18.2,542.0,22.0,8.17,Loam,Soybean,Vegetative,5.96,4,Spring,1487.6
15.9,29.1,33.9,46.9,369.8,23.3,6.49,Silt,Maize,Vegetative,9.25,14,Winter,791.5
41.9,59.0,48.0,33.1,350.3,2.0,5.54,Loam,Soybean,Germination,9.21,14,Summer,1811.9
33.7,86.2,68.8,42.2,100.7,6.1,6.67,Silt,Soybean,Maturity,2.69,0,Spring,50.0
44.2,49.0,71.8,38.3,663.0,29.2,7.03,Sandy,Maize,Maturity,3.37,0,Autumn,512.7
29.0,42.9,21.2,19.0,722.5,20.8,5.82,Loam,Cotton,Maturity,2.04,7,Winter,215.6
40.4,62.5,33.8,23.9,778.6,16.8,7.11,Sandy,Maize,Vegetative,9.31,1,Spring,2000.0
16.9,85.1,33.5,9.3,603.5,11.0,7.96,Sandy,Soybean,Germination,4.28,9,Spring,523.7
25.1,78.6,12.9,14.6,484.2,1.3,6.63,Silt,Maize,Maturity,4.77,9,Spring,777.7
17.0,89.7,51.9,38.9,288.5,11.1,6.56,Loam,Soybean,Flowering,8.13,6,Autumn,1251.9
44.3,21.6,69.8,44.7,799.5,15.0,6.52,Loam,Rice,Maturity,5.37,6,Autumn,1081.3
39.5,27.9,36.7,36.2,512.8,6.3,8.27,Sandy,Rice,Maturity,1.64,10,Autumn,465.0
40.6,62.7,61.8,23.3,576.8,5.2,5.65,Silt,Wheat,Maturity,4.66,13,Spring,609.6
43.1,77.4,53.9,4.3,577.7,15.3,6.84,Sandy,Maize,Maturity,6.49,8,Autumn,1468.2
17.6,40.0,36.3,2.8,691.7,17.6,6.29,Sandy,Maize,Flowering,7.33,0,Winter,1578.4
26.6,36.7,19.9,18.7,106.8,7.2,8.18,Sandy,Rice,Vegetative,6.63,1,Autumn,2000.0
17.1,75.1,59.7,23.2,254.2,17.6,5.79,Sandy,Rice,Flowering,1.63,13,Winter,50.0
21.3,23.9,69.8,30.5,565.9,27.0,6.73,Loam,Rice,Flowering,3.39,0,Spring,627.2
21.9,45.9,58.0,0.3,726.6,14.2,6.72,Clay,Wheat,Vegetative,7.47,0,Summer,1455.6
29.1,55.4,11.3,49.5,579.7,25.7,8.17,Loam,Wheat,Flowering,8.86,10,Winter,1019.7
23.1,59.2,25.1,18.2,389.4,27.8,6.15,Silt,Cotton,Flowering,0.95,3,Winter,50.0
18.0,71.0,14.9,42.4,353.1,2.8,7.43,Clay,Maize,Maturity,0.9,7,Winter,50.0
20.0,44.8,49.9,26.7,616.6,2.9,5.9,Sandy,Wheat,Maturity,6.61,9,Spring,1078.8
19.4,62.9,63.0,6.5,618.9,14.3,8.36,Loam,Soybean,Vegetative,5.71,7,Winter,556.8
44.2,61.0,17.7,39.9,524.9,17.6,7.28,Clay,Maize,Maturity,1.98,11,Spring,339.6
37.8,58.3,68.7,35.5,304.0,12.8,7.38,Sandy,Cotton,Vegetative,5.71,11,Winter,635.8
44.0,64.8,48.9,26.4,747.6,9.8,6.8,Loam,Rice,Vegetative,9.76,10,Spring,2000.0
28.2,38.2,58.3,25.7,486.3,19.2,6.53,Clay,Cotton,Germination,6.49,14,Summer,837.6
23.4,25.9,78.0,4.4,653.3,0.1,6.14,Loam,Maize,Vegetative,4.77,8,Spring,1020.3
38.9,28.3,15.9,32.8,250.0,29.0,7.31,Clay,Rice,Flowering,8.36,1,Spring,2000.0
24.8,35.7,73.1,45.6,340.8,7.0,8.36,Silt,Cotton,Vegetative,2.52,12,Summer,50.0
24.0,55.0,18.8,4.7,712.2,27.5,6.58,Loam,Cotton,Germination,4.44,6,Spring,560.2
22.0,78.8,37.5,13.2,135.1,3.3,8.15,Loam,Maize,Flowering,5.51,11,Spring,1456.6
18.9,69.1,69.6,45.1,458.6,7.1,5.95,Clay,Wheat,Germination,5.29,13,Winter,80.8
22.7,75.2,73.4,14.2,437.2,7.0,8.31,Silt,Soybean,Maturity,9.25,3,Spring,1212.6
25.7,44.6,45.4,32.7,625.9,29.9,6.55,Loam,Cotton,Flowering,3.28,2,Winter,195.9
35.2,48.3,51.6,26.7,297.3,0.1,6.64,Silt,Soybean,Vegetative,1.04,11,Summer,79.3
16.9,47.6,59.6,29.8,253.3,19.2,6.89,Silt,Maize,Germination,9.21,3,Spring,911.5
21.3,33.4,68.3,20.8,748.3,26.1,7.65,Loam,Maize,Vegetative,2.56,3,Summer,326.0
39.3,24.3,18.5,15.0,500.2,20.2,7.66,Sandy,Wheat,Maturity,4.1,2,Summer,1452.3
19.4,61.4,66.7,2.4,173.3,10.9,6.94,Clay,Rice,Flowering,5.54,8,Autumn,1228.6
25.3,89.2,43.7,37.2,235.1,28.7,7.07,Loam,Soybean,Vegetative,9.77,7,Spring,1679.7
40.9,31.7,41.5,37.3,799.2,26.8,5.59,Silt,Cotton,Maturity,5.59,13,Spring,944.7
19.6,23.3,39.7,33.5,236.9,13.0,6.41,Clay,Rice,Vegetative,4.75,11,Winter,484.7
17.5,74.6,45.6,32.2,527.3,17.2,6.54,Loam,Soybean,Flowering,6.04,9,Winter,614.9
29.5,37.7,76.2,12.2,394.1,29.0,7.18,Clay,Soybean,Maturity,9.72,13,Autumn,1125.9
24.1,78.1,48.4,1.1,719.9,29.5,7.17,Clay,Rice,Maturity,8.27,11,Autumn,1382.7
31.9,69.3,76.7,40.4,628.6,13.5,7.63,Silt,Rice,Germination,2.11,11,Spring,50.0
39.1,86.2,22.6,24.6,517.9,25.4,7.65,Sandy,Wheat,Flowering,8.13,1,Spring,2000.0
19.1,48.6,60.7,15.3,107.5,9.1,6.21,Sandy,Cotton,Maturity,8.49,2,Autumn,1174.0
32.4,66.3,66.9,5.1,715.9,11.2,7.81,Clay,Cotton,Flowering,7.06,12,Spring,1671.9
30.2,52.5,57.5,3.1,411.3,4.9,5.56,Silt,Cotton,Vegetative,6.74,9,Spring,1255.1
19.3,64.1,52.5,17.4,752.1,6.3,7.65,Silt,Rice,Flowering,4.69,6,Spring,1329.9
